,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_epsilon,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,289.4131586074829,12.143911776586453,14.842771005630492,0.4866019947311013,0.001,linear,"{'epsilon': 0.001, 'kernel': 'linear'}",-0.0057547474326582375,-0.0058590935817967905,-0.0057971368947583105,-0.0055101930206016255,-0.005562568196608332,-0.0056967478252846595,0.00013609183097071834,4,-0.00424095182733444,-0.004200064023166734,-0.004251871323074061,-0.0043216875383294455,-0.004277176468380087,-0.0042583502360569545,4.026910586353046e-05
1,141.936029958725,3.9252806607894346,14.33850531578064,0.5605201770658795,0.001,poly,"{'epsilon': 0.001, 'kernel': 'poly'}",-0.011652406179076646,-0.011377851698517679,-0.011712458592271324,-0.014006216975360235,-0.013262902447166899,-0.01240236717847856,0.0010393173188434572,7,-0.0006186254749994217,-0.0006698493149619088,-0.000657407313085391,-0.0006444681170699419,-0.000635591017043945,-0.0006451882474321217,1.7639048247120978e-05
2,109.69539422988892,2.3271765268217743,19.537950706481933,0.7878914515090866,0.001,rbf,"{'epsilon': 0.001, 'kernel': 'rbf'}",-0.005877525919601676,-0.0056965676245464185,-0.0054037768755043755,-0.005273659964184883,-0.0054444514061257375,-0.005539196357992619,0.0002177416939280955,1,-0.0001883171090444076,-0.00019816029870920387,-0.00020340608916722178,-0.00019626433888260118,-0.00020916822873395227,-0.00019906321290747735,7.0014229575596005e-06
3,234.32767419815065,3.439199280698433,12.661015844345092,0.6364863505844486,0.01,linear,"{'epsilon': 0.01, 'kernel': 'linear'}",-0.0056695429897433945,-0.005722587957763267,-0.005683217380754359,-0.00538330939074089,-0.005450209122115648,-0.0055817733682235115,0.00013749199538846252,3,-0.004151872096725455,-0.004119683745527775,-0.004158955757442982,-0.0042256532401364864,-0.004202941267576943,-0.0041718212214819275,3.7810442059667164e-05
4,93.4600914478302,17.216006220475162,13.100961637496948,1.0634794516402137,0.01,poly,"{'epsilon': 0.01, 'kernel': 'poly'}",-0.01163794077019754,-0.011394290219381152,-0.01171557536425238,-0.014041068694732466,-0.013230662859785313,-0.01240390758166977,0.0010434226771604013,8,-0.0007004060723975635,-0.0007499872148678049,-0.0007407546448281291,-0.0007285103561056962,-0.0007184220399104992,-0.0007276160656219386,1.7313602615635203e-05
5,63.29943375587463,4.978552966519986,18.737949323654174,0.7788141877761092,0.01,rbf,"{'epsilon': 0.01, 'kernel': 'rbf'}",-0.00590437535298018,-0.005732075806277734,-0.005450099268192242,-0.005303579878417882,-0.005486286976158636,-0.005575283456405336,0.0002146157525140191,2,-0.0002599931552236346,-0.0002694617650449935,-0.0002762719414708253,-0.000269067751483578,-0.00027951434298174513,-0.0002708617912409553,6.744512999679641e-06
6,78.83435754776,2.959945088868687,1.272152042388916,0.1646938642633116,0.1,linear,"{'epsilon': 0.1, 'kernel': 'linear'}",-0.006681887271558917,-0.006402971117897896,-0.006327948166355207,-0.006267583797032323,-0.00635330182779496,-0.00640673843612786,0.000144324956697373,5,-0.004635384173816884,-0.0045708937207588375,-0.004569732403058357,-0.004634539113976837,-0.00461741773180167,-0.004605593428682517,2.9513516313301466e-05
7,24.86150178909302,1.635315703331993,5.06199951171875,0.8040570630273669,0.1,poly,"{'epsilon': 0.1, 'kernel': 'poly'}",-0.013961664147661437,-0.014072269743247484,-0.014598410150785975,-0.01702993603565504,-0.01584880647823657,-0.0151022173111173,0.0011737947036364147,9,-0.005793012807715725,-0.005891656930881295,-0.005843474237275608,-0.005824772978880845,-0.005854530027749297,-0.005841489396500554,3.261961814724616e-05
8,14.393884134292602,0.8427127010159314,3.7198354244232177,0.5530390891078698,0.1,rbf,"{'epsilon': 0.1, 'kernel': 'rbf'}",-0.008005133197280415,-0.0074756161480828065,-0.007459098433664971,-0.007457744074866326,-0.007314941320024742,-0.007542506634783853,0.00023850587648842616,6,-0.0042629699066903445,-0.004304081089358308,-0.004354057741940596,-0.004362980290448085,-0.004307017916348526,-0.004318221388957172,3.6512451634327944e-05
9,0.3284764289855957,0.060705689732972475,0.03206930160522461,0.002630652401446111,1,linear,"{'epsilon': 1, 'kernel': 'linear'}",-0.2944647566979718,-0.28616958452290664,-0.291644926466671,-0.29105073575801993,-0.28440366239015513,-0.2895467331671449,0.003706958439144104,12,-0.2927273126829771,-0.2930971248926234,-0.28518679367005145,-0.29181440272165216,-0.2845978414001481,-0.28948469507349045,0.0037774343457897303
10,0.41217865943908694,0.04111676056544927,0.041893625259399415,0.007110209182719249,1,poly,"{'epsilon': 1, 'kernel': 'poly'}",-0.27683874624614546,-0.26287151361309047,-0.2670110222515914,-0.25760763046372576,-0.25201094098070237,-0.2632679707110511,0.00845096126786801,10,-0.2710249556983354,-0.27108078691412285,-0.2616800859057735,-0.2603930063000361,-0.24845411371209772,-0.2625265897060731,0.00835104594464787
11,0.4666447639465332,0.10172221515926579,0.07729902267456054,0.013941401624263787,1,rbf,"{'epsilon': 1, 'kernel': 'rbf'}",-0.2728696296129873,-0.26536526481126965,-0.2723650582080934,-0.26924658999571477,-0.26276238952936665,-0.2685217864314864,0.0039327878127747564,11,-0.26986392632058764,-0.2722100372005957,-0.2649612849701394,-0.2692630023142894,-0.2635081471284895,-0.2679612795868203,0.003231001216492912
